time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,city,latitude,longitude
2020-01-01,21.6,26.9,18.1,1.9,18.5,Bangalore,12.9716,77.5946
2020-01-02,22.4,27.2,18.8,1.0,15.1,Bangalore,12.9716,77.5946
2020-01-03,23.0,28.2,18.6,0.0,14.0,Bangalore,12.9716,77.5946
2020-01-04,23.4,28.3,19.3,0.0,13.2,Bangalore,12.9716,77.5946
2020-01-05,23.3,28.0,19.5,0.2,16.6,Bangalore,12.9716,77.5946
2020-01-06,22.4,27.4,18.9,0.0,19.0,Bangalore,12.9716,77.5946
2020-01-07,22.0,27.1,18.3,0.0,19.7,Bangalore,12.9716,77.5946
2020-01-08,22.5,28.2,17.6,0.0,16.4,Bangalore,12.9716,77.5946
2020-01-09,22.8,29.1,17.4,0.0,17.9,Bangalore,12.9716,77.5946
2020-01-10,21.7,28.2,16.7,0.0,18.4,Bangalore,12.9716,77.5946
2020-01-11,20.9,27.7,15.4,0.0,18.0,Bangalore,12.9716,77.5946
2020-01-12,20.6,27.2,15.1,0.0,18.4,Bangalore,12.9716,77.5946
2020-01-13,22.2,28.4,17.2,0.0,14.8,Bangalore,12.9716,77.5946
2020-01-14,22.0,29.1,16.7,0.0,17.3,Bangalore,12.9716,77.5946
2020-01-15,20.7,27.8,14.6,0.0,18.4,Bangalore,12.9716,77.5946
2020-01-16,21.0,27.4,15.0,0.0,17.8,Bangalore,12.9716,77.5946
2020-01-17,21.7,28.5,15.6,0.0,17.3,Bangalore,12.9716,77.5946
2020-01-18,22.1,27.9,18.0,0.1,18.2,Bangalore,12.9716,77.5946
2020-01-19,22.7,28.1,18.5,0.2,17.8,Bangalore,12.9716,77.5946
2020-01-20,23.3,29.8,17.7,0.0,21.3,Bangalore,12.9716,77.5946
2020-01-21,22.1,29.2,16.5,0.0,21.3,Bangalore,12.9716,77.5946
2020-01-22,21.8,29.0,15.8,0.0,20.2,Bangalore,12.9716,77.5946
2020-01-23,22.3,29.1,16.9,0.0,19.6,Bangalore,12.9716,77.5946
2020-01-24,22.3,30.0,16.3,0.0,16.3,Bangalore,12.9716,77.5946
2020-01-25,22.1,30.0,15.3,0.0,17.0,Bangalore,12.9716,77.5946
2020-01-26,22.5,31.0,14.4,0.0,14.8,Bangalore,12.9716,77.5946
2020-01-27,23.1,30.8,15.7,0.0,15.0,Bangalore,12.9716,77.5946
2020-01-28,23.1,29.9,17.7,0.0,12.0,Bangalore,12.9716,77.5946
2020-01-29,23.9,30.9,17.4,0.0,13.7,Bangalore,12.9716,77.5946
2020-01-30,23.9,31.1,17.3,0.0,12.7,Bangalore,12.9716,77.5946
2020-01-31,24.3,30.7,18.2,0.0,20.5,Bangalore,12.9716,77.5946
2020-02-01,23.0,28.8,17.6,0.0,16.8,Bangalore,12.9716,77.5946
2020-02-02,22.9,28.3,18.4,0.0,17.4,Bangalore,12.9716,77.5946
2020-02-03,22.5,29.4,16.6,0.0,16.6,Bangalore,12.9716,77.5946
2020-02-04,22.0,28.7,15.5,0.0,18.8,Bangalore,12.9716,77.5946
2020-02-05,22.9,29.1,18.3,0.0,15.8,Bangalore,12.9716,77.5946
2020-02-06,23.0,29.7,16.6,0.0,16.1,Bangalore,12.9716,77.5946
2020-02-07,23.1,29.3,17.1,0.0,17.6,Bangalore,12.9716,77.5946
2020-02-08,23.8,29.5,18.0,0.0,14.0,Bangalore,12.9716,77.5946
2020-02-09,22.8,28.1,17.9,0.7,21.2,Bangalore,12.9716,77.5946
2020-02-10,22.7,28.9,18.2,0.0,23.8,Bangalore,12.9716,77.5946
2020-02-11,21.9,28.5,16.2,0.0,21.3,Bangalore,12.9716,77.5946
2020-02-12,22.7,28.9,17.3,0.0,19.8,Bangalore,12.9716,77.5946
2020-02-13,23.5,30.5,17.7,0.0,21.1,Bangalore,12.9716,77.5946
2020-02-14,23.7,30.5,16.6,0.0,12.0,Bangalore,12.9716,77.5946
2020-02-15,23.9,31.5,16.7,0.0,16.6,Bangalore,12.9716,77.5946
2020-02-16,23.8,31.3,17.4,0.0,17.7,Bangalore,12.9716,77.5946
2020-02-17,22.8,31.0,15.6,0.0,17.3,Bangalore,12.9716,77.5946
2020-02-18,23.0,30.7,16.0,0.0,18.0,Bangalore,12.9716,77.5946
2020-02-19,23.1,30.8,16.1,0.0,19.2,Bangalore,12.9716,77.5946
2020-02-20,22.8,30.9,16.0,0.0,19.6,Bangalore,12.9716,77.5946
2020-02-21,22.8,31.2,15.5,0.0,19.8,Bangalore,12.9716,77.5946
2020-02-22,23.3,30.4,17.4,0.0,21.2,Bangalore,12.9716,77.5946
2020-02-23,23.5,30.3,17.7,0.0,21.6,Bangalore,12.9716,77.5946
2020-02-24,23.5,30.4,17.9,0.0,19.5,Bangalore,12.9716,77.5946
2020-02-25,24.5,31.9,17.7,0.0,14.4,Bangalore,12.9716,77.5946
2020-02-26,24.6,30.6,18.4,0.0,16.1,Bangalore,12.9716,77.5946
2020-02-27,24.5,30.8,19.2,0.0,22.7,Bangalore,12.9716,77.5946
2020-02-28,24.1,31.0,18.4,0.0,22.9,Bangalore,12.9716,77.5946
2020-02-29,24.5,31.4,18.5,0.0,20.6,Bangalore,12.9716,77.5946
2020-03-01,24.5,30.6,18.9,0.0,19.6,Bangalore,12.9716,77.5946
2020-03-02,24.1,29.6,19.1,0.0,16.3,Bangalore,12.9716,77.5946
2020-03-03,25.3,30.7,19.6,0.5,9.9,Bangalore,12.9716,77.5946
2020-03-04,25.4,30.7,20.1,1.1,14.5,Bangalore,12.9716,77.5946
2020-03-05,25.1,30.0,20.6,1.8,16.7,Bangalore,12.9716,77.5946
2020-03-06,24.3,29.8,20.0,2.7,16.5,Bangalore,12.9716,77.5946
2020-03-07,24.2,29.4,20.1,2.2,14.0,Bangalore,12.9716,77.5946
2020-03-08,24.7,30.5,20.3,1.0,17.2,Bangalore,12.9716,77.5946
2020-03-09,24.7,30.2,19.7,0.9,15.7,Bangalore,12.9716,77.5946
2020-03-10,25.3,30.7,19.5,0.5,17.8,Bangalore,12.9716,77.5946
2020-03-11,25.7,32.6,19.8,0.0,18.4,Bangalore,12.9716,77.5946
2020-03-12,25.8,32.6,20.1,0.0,17.4,Bangalore,12.9716,77.5946
2020-03-13,25.4,32.4,18.5,0.0,18.7,Bangalore,12.9716,77.5946
2020-03-14,25.3,32.6,18.0,0.0,17.6,Bangalore,12.9716,77.5946
2020-03-15,25.6,33.4,18.5,0.0,19.6,Bangalore,12.9716,77.5946
2020-03-16,25.5,32.7,19.1,0.0,19.0,Bangalore,12.9716,77.5946
2020-03-17,25.6,32.5,18.9,0.0,20.5,Bangalore,12.9716,77.5946
2020-03-18,26.2,33.8,18.5,0.0,18.7,Bangalore,12.9716,77.5946
2020-03-19,26.8,34.2,19.3,0.0,15.1,Bangalore,12.9716,77.5946
2020-03-20,25.3,32.6,21.9,0.4,17.3,Bangalore,12.9716,77.5946
2020-03-21,26.9,34.4,20.3,0.1,15.9,Bangalore,12.9716,77.5946
2020-03-22,26.3,32.1,20.7,0.1,15.0,Bangalore,12.9716,77.5946
2020-03-23,25.1,31.0,21.3,0.7,19.0,Bangalore,12.9716,77.5946
2020-03-24,26.7,33.7,20.5,0.0,16.4,Bangalore,12.9716,77.5946
2020-03-25,26.1,32.7,19.6,0.0,19.6,Bangalore,12.9716,77.5946
2020-03-26,26.2,33.7,19.3,0.0,19.9,Bangalore,12.9716,77.5946
2020-03-27,25.7,33.2,18.8,0.0,17.0,Bangalore,12.9716,77.5946
2020-03-28,25.9,34.1,17.6,0.0,17.7,Bangalore,12.9716,77.5946
2020-03-29,26.5,34.2,17.8,0.0,17.0,Bangalore,12.9716,77.5946
2020-03-30,26.9,34.6,19.8,0.0,18.6,Bangalore,12.9716,77.5946
2020-03-31,26.8,34.5,18.5,0.0,18.1,Bangalore,12.9716,77.5946
2020-04-01,27.6,34.9,20.1,0.0,19.1,Bangalore,12.9716,77.5946
2020-04-02,28.0,35.1,21.0,0.0,17.7,Bangalore,12.9716,77.5946
2020-04-03,27.9,34.5,21.8,0.0,18.9,Bangalore,12.9716,77.5946
2020-04-04,27.5,35.3,20.1,0.0,17.1,Bangalore,12.9716,77.5946
2020-04-05,27.8,34.8,20.8,0.1,16.5,Bangalore,12.9716,77.5946
2020-04-06,27.4,33.8,21.7,0.3,13.7,Bangalore,12.9716,77.5946
2020-04-07,25.3,32.0,22.1,6.1,11.3,Bangalore,12.9716,77.5946
2020-04-08,26.2,32.1,22.1,0.6,15.2,Bangalore,12.9716,77.5946
2020-04-09,25.4,31.0,21.4,3.1,19.5,Bangalore,12.9716,77.5946
2020-04-10,25.8,32.0,20.7,0.0,16.0,Bangalore,12.9716,77.5946
2020-04-11,26.3,33.2,20.5,0.0,15.0,Bangalore,12.9716,77.5946
2020-04-12,26.5,33.5,19.7,0.0,16.5,Bangalore,12.9716,77.5946
2020-04-13,27.1,34.6,19.2,0.0,16.9,Bangalore,12.9716,77.5946
2020-04-14,27.1,34.7,19.5,0.0,19.8,Bangalore,12.9716,77.5946
2020-04-15,27.0,35.0,18.7,0.0,16.1,Bangalore,12.9716,77.5946
2020-04-16,27.5,34.8,20.7,0.0,16.9,Bangalore,12.9716,77.5946
2020-04-17,28.2,35.1,21.7,0.0,16.2,Bangalore,12.9716,77.5946
2020-04-18,28.1,34.9,21.7,0.0,15.6,Bangalore,12.9716,77.5946
2020-04-19,27.9,34.9,21.7,0.0,17.3,Bangalore,12.9716,77.5946
2020-04-20,27.4,33.9,21.1,0.0,17.8,Bangalore,12.9716,77.5946
2020-04-21,27.4,34.8,20.2,0.0,14.2,Bangalore,12.9716,77.5946
2020-04-22,28.0,34.3,21.9,0.0,17.7,Bangalore,12.9716,77.5946
2020-04-23,28.7,35.0,22.3,0.0,15.1,Bangalore,12.9716,77.5946
2020-04-24,27.5,32.6,23.1,0.0,13.4,Bangalore,12.9716,77.5946
2020-04-25,26.4,32.1,22.6,6.3,16.8,Bangalore,12.9716,77.5946
2020-04-26,26.5,32.2,21.9,2.5,11.3,Bangalore,12.9716,77.5946
2020-04-27,26.6,31.5,22.1,0.2,18.7,Bangalore,12.9716,77.5946
2020-04-28,26.6,32.9,21.4,0.5,15.3,Bangalore,12.9716,77.5946
2020-04-29,23.6,27.2,20.5,8.1,10.6,Bangalore,12.9716,77.5946
2020-04-30,26.3,31.9,20.8,0.2,12.2,Bangalore,12.9716,77.5946
2020-05-01,27.2,32.8,21.0,0.0,13.2,Bangalore,12.9716,77.5946
2020-05-02,27.8,33.1,23.4,0.1,12.8,Bangalore,12.9716,77.5946
2020-05-03,28.0,33.4,22.4,0.0,12.2,Bangalore,12.9716,77.5946
2020-05-04,28.1,33.7,22.8,0.0,12.7,Bangalore,12.9716,77.5946
2020-05-05,28.2,34.2,22.5,0.0,11.2,Bangalore,12.9716,77.5946
2020-05-06,28.4,34.8,23.0,0.2,12.4,Bangalore,12.9716,77.5946
2020-05-07,28.0,34.3,22.9,0.1,14.0,Bangalore,12.9716,77.5946
2020-05-08,27.7,33.8,22.7,0.1,11.6,Bangalore,12.9716,77.5946
2020-05-09,28.5,34.8,22.5,0.0,15.1,Bangalore,12.9716,77.5946
2020-05-10,28.3,35.2,21.8,0.0,15.5,Bangalore,12.9716,77.5946
2020-05-11,27.9,34.0,22.1,0.0,14.7,Bangalore,12.9716,77.5946
2020-05-12,27.6,35.0,21.7,0.0,18.2,Bangalore,12.9716,77.5946
2020-05-13,27.4,34.4,21.6,0.0,14.3,Bangalore,12.9716,77.5946
2020-05-14,28.7,35.1,22.2,0.0,15.0,Bangalore,12.9716,77.5946
2020-05-15,28.8,35.1,22.5,0.0,15.4,Bangalore,12.9716,77.5946
2020-05-16,28.4,35.2,22.9,0.5,16.5,Bangalore,12.9716,77.5946
2020-05-17,27.5,34.1,23.3,5.7,15.6,Bangalore,12.9716,77.5946
2020-05-18,26.3,31.7,22.9,5.1,25.5,Bangalore,12.9716,77.5946
2020-05-19,26.3,31.7,21.9,0.3,24.6,Bangalore,12.9716,77.5946
2020-05-20,26.7,33.2,21.1,0.0,19.2,Bangalore,12.9716,77.5946
2020-05-21,27.3,33.8,20.8,0.0,15.8,Bangalore,12.9716,77.5946
2020-05-22,28.0,33.7,21.8,0.0,17.7,Bangalore,12.9716,77.5946
2020-05-23,29.1,36.2,22.3,0.0,19.4,Bangalore,12.9716,77.5946
2020-05-24,27.9,33.3,22.5,0.0,17.4,Bangalore,12.9716,77.5946
2020-05-25,28.2,33.7,22.4,0.0,13.8,Bangalore,12.9716,77.5946
2020-05-26,27.5,33.3,22.5,0.8,13.8,Bangalore,12.9716,77.5946
2020-05-27,26.3,32.5,22.8,11.0,12.2,Bangalore,12.9716,77.5946
2020-05-28,26.6,32.5,22.5,0.9,16.2,Bangalore,12.9716,77.5946
2020-05-29,25.7,32.8,22.4,8.5,14.8,Bangalore,12.9716,77.5946
2020-05-30,25.0,29.3,22.0,1.7,13.4,Bangalore,12.9716,77.5946
2020-05-31,25.4,31.0,21.9,0.2,14.3,Bangalore,12.9716,77.5946
2020-06-01,24.6,30.2,20.8,4.3,14.0,Bangalore,12.9716,77.5946
2020-06-02,23.7,26.7,21.1,1.6,22.7,Bangalore,12.9716,77.5946
2020-06-03,24.0,28.5,20.8,0.3,25.5,Bangalore,12.9716,77.5946
2020-06-04,24.2,28.8,20.4,3.4,25.1,Bangalore,12.9716,77.5946
2020-06-05,23.9,28.8,20.0,9.4,18.6,Bangalore,12.9716,77.5946
2020-06-06,23.8,28.7,20.1,14.5,17.7,Bangalore,12.9716,77.5946
2020-06-07,23.5,27.8,20.5,8.3,22.7,Bangalore,12.9716,77.5946
2020-06-08,24.8,29.4,20.4,0.2,18.4,Bangalore,12.9716,77.5946
2020-06-09,24.9,30.1,19.9,0.0,19.8,Bangalore,12.9716,77.5946
2020-06-10,23.7,27.8,20.9,1.2,19.6,Bangalore,12.9716,77.5946
2020-06-11,22.7,27.7,20.7,7.3,21.2,Bangalore,12.9716,77.5946
2020-06-12,22.6,26.1,20.3,5.1,27.1,Bangalore,12.9716,77.5946
2020-06-13,23.6,29.3,20.2,1.3,25.4,Bangalore,12.9716,77.5946
2020-06-14,24.0,28.7,20.5,3.4,27.7,Bangalore,12.9716,77.5946
2020-06-15,24.8,29.3,21.6,0.6,28.9,Bangalore,12.9716,77.5946
2020-06-16,24.3,29.2,20.8,0.7,27.1,Bangalore,12.9716,77.5946
2020-06-17,23.4,26.8,21.0,0.4,28.9,Bangalore,12.9716,77.5946
2020-06-18,23.9,28.3,20.6,0.1,27.6,Bangalore,12.9716,77.5946
2020-06-19,24.3,30.1,20.1,6.2,26.3,Bangalore,12.9716,77.5946
2020-06-20,24.5,30.4,20.0,2.4,21.2,Bangalore,12.9716,77.5946
2020-06-21,23.7,28.0,20.3,1.8,22.4,Bangalore,12.9716,77.5946
2020-06-22,23.3,28.9,20.0,8.4,22.6,Bangalore,12.9716,77.5946
2020-06-23,24.7,29.7,20.5,0.2,15.5,Bangalore,12.9716,77.5946
2020-06-24,24.0,29.3,20.7,14.9,11.8,Bangalore,12.9716,77.5946
2020-06-25,23.7,29.0,20.6,27.7,9.7,Bangalore,12.9716,77.5946
2020-06-26,23.5,27.4,20.5,14.9,14.2,Bangalore,12.9716,77.5946
2020-06-27,23.6,27.2,20.5,2.5,14.3,Bangalore,12.9716,77.5946
2020-06-28,23.5,27.8,20.5,14.4,11.5,Bangalore,12.9716,77.5946
2020-06-29,23.4,28.0,20.6,13.8,14.5,Bangalore,12.9716,77.5946
2020-06-30,23.3,27.8,20.3,7.8,20.2,Bangalore,12.9716,77.5946
2020-07-01,23.3,27.1,20.0,3.3,18.7,Bangalore,12.9716,77.5946
2020-07-02,22.1,26.0,20.6,6.1,19.6,Bangalore,12.9716,77.5946
2020-07-03,22.6,26.7,20.6,42.8,26.6,Bangalore,12.9716,77.5946
2020-07-04,22.5,26.5,20.0,6.2,24.2,Bangalore,12.9716,77.5946
2020-07-05,22.7,26.6,20.3,2.7,21.9,Bangalore,12.9716,77.5946
2020-07-06,22.6,26.6,20.3,5.3,20.8,Bangalore,12.9716,77.5946
2020-07-07,23.0,27.4,19.7,2.2,22.6,Bangalore,12.9716,77.5946
2020-07-08,22.7,26.8,19.6,10.3,18.7,Bangalore,12.9716,77.5946
2020-07-09,22.0,26.0,19.5,13.4,13.7,Bangalore,12.9716,77.5946
2020-07-10,21.4,24.8,19.1,10.2,19.2,Bangalore,12.9716,77.5946
2020-07-11,22.9,27.3,19.5,1.3,16.0,Bangalore,12.9716,77.5946
2020-07-12,23.1,27.1,20.3,3.4,18.7,Bangalore,12.9716,77.5946
2020-07-13,22.7,26.8,19.6,11.5,16.5,Bangalore,12.9716,77.5946
2020-07-14,22.2,26.9,19.8,6.8,19.2,Bangalore,12.9716,77.5946
2020-07-15,21.9,25.9,20.2,9.1,20.4,Bangalore,12.9716,77.5946
2020-07-16,21.6,25.2,19.9,10.2,21.6,Bangalore,12.9716,77.5946
2020-07-17,21.4,23.6,19.9,4.2,23.8,Bangalore,12.9716,77.5946
2020-07-18,22.4,27.1,19.9,12.4,16.4,Bangalore,12.9716,77.5946
2020-07-19,22.8,27.0,19.8,10.0,13.5,Bangalore,12.9716,77.5946
2020-07-20,23.0,27.7,19.8,12.6,15.9,Bangalore,12.9716,77.5946
2020-07-21,23.9,28.4,19.9,0.2,12.2,Bangalore,12.9716,77.5946
2020-07-22,24.7,29.2,20.8,0.4,12.4,Bangalore,12.9716,77.5946
2020-07-23,23.4,28.1,20.2,64.9,9.7,Bangalore,12.9716,77.5946
2020-07-24,22.7,26.0,20.4,50.2,16.3,Bangalore,12.9716,77.5946
2020-07-25,22.8,27.6,19.5,10.2,15.5,Bangalore,12.9716,77.5946
2020-07-26,22.4,27.0,19.7,2.2,17.7,Bangalore,12.9716,77.5946
2020-07-27,22.7,27.4,18.9,1.3,19.1,Bangalore,12.9716,77.5946
2020-07-28,22.7,27.9,19.6,6.9,17.3,Bangalore,12.9716,77.5946
2020-07-29,22.1,25.9,20.2,13.1,12.3,Bangalore,12.9716,77.5946
2020-07-30,22.9,26.8,20.2,4.4,15.1,Bangalore,12.9716,77.5946
2020-07-31,22.7,27.6,20.1,5.2,17.3,Bangalore,12.9716,77.5946
2020-08-01,22.1,25.5,19.9,2.7,22.5,Bangalore,12.9716,77.5946
2020-08-02,21.4,23.7,19.7,20.7,26.8,Bangalore,12.9716,77.5946
2020-08-03,22.2,25.9,20.0,3.0,28.8,Bangalore,12.9716,77.5946
2020-08-04,22.1,24.6,20.5,3.1,36.0,Bangalore,12.9716,77.5946
2020-08-05,22.4,26.4,20.1,4.9,42.6,Bangalore,12.9716,77.5946
2020-08-06,23.0,26.5,20.5,3.4,29.7,Bangalore,12.9716,77.5946
2020-08-07,22.4,24.6,20.9,4.6,22.5,Bangalore,12.9716,77.5946
2020-08-08,22.4,25.4,21.0,2.3,24.8,Bangalore,12.9716,77.5946
